raw/disc/n_expert,raw/disc/disc_acc_expert,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_true,raw/disc/disc_loss,raw/disc/n_generated,raw/disc/disc_entropy,raw/disc/disc_acc,raw/disc/disc_proportion_expert_pred,raw/disc/global_step
1024.0,1.0,0.0,0.5,1.0629338026046753,1024.0,0.3915129601955414,0.5,1.0,1
1024.0,1.0,0.0,0.5,1.0517842769622803,1024.0,0.3977498412132263,0.5,1.0,1
1024.0,1.0,0.0,0.5,1.0424847602844238,1024.0,0.399729460477829,0.5,1.0,1
1024.0,1.0,0.0,0.5,1.0290104150772095,1024.0,0.4050115644931793,0.5,1.0,1
1024.0,1.0,0.0,0.5,1.0605323314666748,1024.0,0.4005754292011261,0.5,1.0,2
1024.0,1.0,0.0,0.5,1.0489442348480225,1024.0,0.4063749313354492,0.5,1.0,2
1024.0,1.0,0.0,0.5,1.028397560119629,1024.0,0.41341906785964966,0.5,1.0,2
1024.0,1.0,0.0,0.5,1.0197616815567017,1024.0,0.4196080267429352,0.5,1.0,2
