raw/disc/n_expert,raw/disc/disc_acc_expert,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_true,raw/disc/disc_loss,raw/disc/n_generated,raw/disc/disc_entropy,raw/disc/disc_acc,raw/disc/disc_proportion_expert_pred,raw/disc/global_step
1024.0,1.0,0.0,0.5,1.0182244777679443,1024.0,0.43178462982177734,0.5,1.0,1
1024.0,1.0,0.0,0.5,1.0076408386230469,1024.0,0.4376068711280823,0.5,1.0,1
1024.0,1.0,0.0,0.5,0.996957540512085,1024.0,0.44114506244659424,0.5,1.0,1
1024.0,1.0,0.0,0.5,0.9890769124031067,1024.0,0.4447173476219177,0.5,1.0,1
1024.0,1.0,0.0,0.5,0.9701326489448547,1024.0,0.45082247257232666,0.5,1.0,2
1024.0,1.0,0.0,0.5,0.9621610641479492,1024.0,0.4544075131416321,0.5,1.0,2
1024.0,1.0,0.0,0.5,0.9545995593070984,1024.0,0.458896279335022,0.5,1.0,2
1024.0,1.0,0.0,0.5,0.9478880167007446,1024.0,0.4617316424846649,0.5,1.0,2
