owner_agent/mean_reward/,owner_agent/mean_std/,owner_agent/mean_ep_len/,assistant_agent_rl/mean_reward/,assistant_agent_rl/mean_std/,assistant_agent_rl/mean_ep_len/,assistant_agent_internal_model/mean_reward/,assistant_agent_internal_model/mean_std/,assistant_agent_internal_model/mean_ep_len/,assistant_agent_final_policy/mean_reward/,assistant_agent_final_policy/mean_std/,assistant_agent_final_policy/mean_ep_len/
0.39999999999999997,0.32659863237109044,711.8666666666667,2.533333333333333,1.3614331656700547,660.8000000000001,0.0,0.0,636.8000000000001,4.6,3.2574110220001327,296.40000000000003
