raw/agent/rollout/ep_rew_mean,raw/agent/rollout/ep_len_mean,raw/agent/rollout/ep_rew_wrapped_mean,raw/agent/time/total_timesteps,raw/agent/time/iterations,raw/agent/time/fps,raw/agent/time/time_elapsed,raw/agent/train/learning_rate,raw/agent/train/n_updates,raw/agent/train/policy_gradient_loss,raw/agent/train/explained_variance,raw/agent/train/clip_fraction,raw/agent/train/approx_kl,raw/agent/train/entropy_loss,raw/agent/train/clip_range,raw/agent/train/loss,raw/agent/train/value_loss
0.5454545454545454,632.7727272727273,-31.975542887300254,16384,1,476,17,,,,,,,,,,
0.6176470588235294,630.9705882352941,-19.031083612792916,24576,1,491,16,0.0003,20,-0.010105157645011787,-0.036194682121276855,0.14989013671875,0.013218176,-1.7626827782019974,0.2,-0.0013315677642822266,0.06546308671240694
0.7111111111111111,632.4444444444445,-17.167051474821378,32768,1,490,16,0.0003,30,-0.01222558918161667,0.7599315792322159,0.12900390625,0.010279287,-1.7417276566848159,0.2,-0.014987191185355186,0.06865154327315395
0.847457627118644,628.2372881355932,-17.814309121591265,40960,1,490,16,0.0003,40,-0.011669028177129804,0.8258536159992218,0.13822021484375,0.011065941,-1.7082455066032707,0.2,-0.0031788917258381844,0.057664656393171754
0.8142857142857143,639.1285714285714,-19.35698574119144,49152,1,499,16,0.0003,50,-0.011468117652839283,0.8128951191902161,0.13505859375,0.010954668,-1.6792171883396805,0.2,0.0029450785368680954,0.04936282353737624
0.8148148148148148,648.6296296296297,-20.356719740879644,57344,1,494,16,0.0003,60,-0.009973961306423007,0.8505789637565613,0.1255859375,0.010734704,-1.6406718018464743,0.2,-0.0027770865708589554,0.038815496175448064
