owner_agent/mean_reward/,owner_agent/mean_std/,owner_agent/mean_ep_len/,assistant_agent_rl/mean_reward/,assistant_agent_rl/mean_std/,assistant_agent_rl/mean_ep_len/,assistant_agent_internal_model/mean_reward/,assistant_agent_internal_model/mean_std/,assistant_agent_internal_model/mean_ep_len/,assistant_agent_final_policy/mean_reward/,assistant_agent_final_policy/mean_std/,assistant_agent_final_policy/mean_ep_len/
0.4666666666666666,0.6318150383367774,691.1333333333333,2.533333333333333,1.3614331656700547,660.8000000000001,0.19999999999999998,0.16329931618554522,735.0,2.033333333333333,1.5846098502501615,237.0666666666667
