owner_agent/mean_reward/,owner_agent/mean_std/,owner_agent/mean_ep_len/,assistant_agent_rl/mean_reward/,assistant_agent_rl/mean_std/,assistant_agent_rl/mean_ep_len/,assistant_agent_internal_model/mean_reward/,assistant_agent_internal_model/mean_std/,assistant_agent_internal_model/mean_ep_len/,assistant_agent_final_policy/mean_reward/,assistant_agent_final_policy/mean_std/,assistant_agent_final_policy/mean_ep_len/
0.4666666666666666,0.6318150383367774,691.1333333333333,2.533333333333333,1.3614331656700547,660.8000000000001,0.13333333333333333,0.16329931618554522,684.8666666666667,2.533333333333333,2.5350184877820197,282.8
