mean/gen/time/time_elapsed,mean/gen/train/learning_rate,mean/gen/train/approx_kl,mean/gen/train/value_loss,mean/gen/train/explained_variance,mean/disc/global_step,mean/gen/train/clip_fraction,mean/gen/train/n_updates,mean/disc/disc_acc_expert,mean/gen/rollout/ep_rew_mean,mean/gen/rollout/ep_len_mean,mean/gen/time/total_timesteps,mean/disc/disc_proportion_expert_pred,mean/gen/train/entropy_loss,mean/disc/disc_acc_gen,mean/disc/disc_entropy,mean/gen/train/clip_range,mean/gen/train/loss,mean/disc/n_expert,mean/disc/disc_loss,mean/disc/n_generated,mean/disc/disc_acc,mean/disc/disc_proportion_expert_true,mean/gen/time/fps,mean/gen/train/policy_gradient_loss,mean/gen/time/iterations,mean/gen/rollout/ep_rew_wrapped_mean
17.0,0.0003,0.013915279880166054,0.1404646547147422,-0.024803638458251953,1.0,0.09932861328125,10.0,1.0,0.5833333333333334,607.5833333333334,8192.0,1.0,-1.7821302789263427,0.0,0.46549946814775467,0.2,-0.002179499715566635,1024.0,0.945570319890976,1024.0,0.5,0.5,465.0,-0.007854786553798477,1.0,
17.0,0.0003,0.01212075725197792,1.9623872661031783,0.19684714078903198,2.0,0.07623291015625,20.0,1.0,0.5,618.125,16384.0,1.0,-1.7722688369452952,0.0,0.4693567454814911,0.2,0.20511677861213684,1024.0,0.9634706228971481,1024.0,0.5,0.5,465.0,-0.0037811049352967528,1.0,47.123297883197665
